political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,,candidate_name,party code,early_votes,election_votes
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,County Tax Assessor-Collector,,Delia R. Mendoza,DEM,#REF!,144
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,County Tax Assessor-Collector,,Adriana Caballero Figueroa,DEM,#REF!,97
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Constable, Precinct 4",,Adrian Lopez,DEM,#REF!,148
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,County Chairman,,Jorge Montes III,DEM,#REF!,147
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,President,,Bob Ely,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,President,,Zoltan G. Istvan,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,President,,Donald J. Trump,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,President,,Joe Walsh,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,President,,Bill Weld,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,President,,Matthew John Matern,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,President,,Uncommitted,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,United States Senator,,Mark Yancey,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,United States Senator,,John Anthony Castro,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,United States Senator,,Dwayne Stovall,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,United States Senator,,John Cornyn,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,United States Senator,,Virgil Bierschwale,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"United States Representative,
District No. 28",,Sandra Whitten,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Railroad Commissioner,,Ryan Sitton,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Railroad Commissioner,,"James ""Jim"" Wright",REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Chief Justice, Supreme Court",,Nathan Hecht,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Justice, Supreme Court, Place 6
Unexpired Term",,Jane Bland,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Justice, Supreme Court, Place 8",,Brett Busby,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Member, State Board of Education, District 1",,Jennifer Ivey,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"State Senator, District 21",,Frank Pomeroy,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Chief Justice, 4th Court of Appeals District",,Renee Yanta,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition #1,,Yes,DEM,#REF!,143
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition #1,,No,DEM,#REF!,15
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition #2,,Yes,DEM,#REF!,152
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition #2,,No,DEM,#REF!,11
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition #3,,Yes,DEM,#REF!,163
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition #3,,No,DEM,#REF!,8
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition #4,,Yes,DEM,#REF!,162
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition #4,,No,DEM,#REF!,9
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition #5,,Yes,DEM,#REF!,159
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition #5,,No,DEM,#REF!,8
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition #6,,Yes,DEM,#REF!,151
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition #6,,No,DEM,#REF!,13
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition #7,,Yes,DEM,#REF!,152
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition #7,,No,DEM,#REF!,17
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition #8,,Yes,DEM,#REF!,156
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition #8,,No,DEM,#REF!,10
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition #9,,Yes,DEM,#REF!,149
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition #9,,No,DEM,#REF!,11
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition #10,,Yes,DEM,#REF!,138
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition #10,,No,DEM,#REF!,17
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition #11,,Yes,DEM,#REF!,144
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition #11,,No,DEM,#REF!,16
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition 1,,Yes,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition 1,,No,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition 2,,Yes,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition 2,,No,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition 3,,Yes,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition 3,,No,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition 4,,Yes,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition 4,,No,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition 5,,Yes,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition 5,,No,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition 6,,Yes,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition 6,,No,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition 7,,Yes,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition 7,,No,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition 8,,Yes,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition 8,,No,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition 9,,Yes,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition 9,,No,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition 10,,Yes,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Proposition 10,,No,REP,#REF!,0
