"Box 101" ,10 ,"R-President" ,10 ,"R DeLa Fuente Guerra" ,"NP" ,"Election Day" ,0 ,
"Box 101" ,190 ,"D-Railroad Commissioner" ,30 ,"Kelly Stone" ,"NP" ,"Early Voting" ,13 ,
"Box 101" ,190 ,"D-Railroad Commissioner" ,30 ,"Kelly Stone" ,"NP" ,"EV Mail" ,1 ,
"Box 101" ,190 ,"D-Railroad Commissioner" ,30 ,"Kelly Stone" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,190 ,"D-Railroad Commissioner" ,30 ,"Kelly Stone" ,"NP" ,"Total" ,37 ,
"Box 101" ,190 ,"D-Railroad Commissioner" ,40 ,"Mark Watson" ,"NP" ,"Election Day" ,13 ,
"Box 101" ,190 ,"D-Railroad Commissioner" ,40 ,"Mark Watson" ,"NP" ,"Early Voting" ,8 ,
"Box 101" ,190 ,"D-Railroad Commissioner" ,40 ,"Mark Watson" ,"NP" ,"EV Mail" ,5 ,
"Box 101" ,190 ,"D-Railroad Commissioner" ,40 ,"Mark Watson" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,190 ,"D-Railroad Commissioner" ,40 ,"Mark Watson" ,"NP" ,"Total" ,26 ,
"Box 101" ,200 ,"R-Chief Justice, Supreme Court" ,10 ,"Nathan Hecht" ,"NP" ,"Election Day" ,181 ,
"Box 101" ,200 ,"R-Chief Justice, Supreme Court" ,10 ,"Nathan Hecht" ,"NP" ,"Early Voting" ,134 ,
"Box 101" ,200 ,"R-Chief Justice, Supreme Court" ,10 ,"Nathan Hecht" ,"NP" ,"EV Mail" ,9 ,
"Box 101" ,200 ,"R-Chief Justice, Supreme Court" ,10 ,"Nathan Hecht" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,200 ,"R-Chief Justice, Supreme Court" ,10 ,"Nathan Hecht" ,"NP" ,"Total" ,324 ,
"Box 101" ,210 ,"D-Chief Justice, Supreme Court" ,10 ,"Jerry Zimmerer" ,"NP" ,"Election Day" ,34 ,
"Box 101" ,210 ,"D-Chief Justice, Supreme Court" ,10 ,"Jerry Zimmerer" ,"NP" ,"Early Voting" ,13 ,
"Box 101" ,210 ,"D-Chief Justice, Supreme Court" ,10 ,"Jerry Zimmerer" ,"NP" ,"EV Mail" ,7 ,
"Box 101" ,210 ,"D-Chief Justice, Supreme Court" ,10 ,"Jerry Zimmerer" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,210 ,"D-Chief Justice, Supreme Court" ,10 ,"Jerry Zimmerer" ,"NP" ,"Total" ,54 ,
"Box 101" ,210 ,"D-Chief Justice, Supreme Court" ,20 ,"Amy Clark Meachum" ,"NP" ,"Election Day" ,103 ,
"Box 101" ,210 ,"D-Chief Justice, Supreme Court" ,20 ,"Amy Clark Meachum" ,"NP" ,"Early Voting" ,53 ,
"Box 101" ,210 ,"D-Chief Justice, Supreme Court" ,20 ,"Amy Clark Meachum" ,"NP" ,"EV Mail" ,20 ,
"Box 101" ,210 ,"D-Chief Justice, Supreme Court" ,20 ,"Amy Clark Meachum" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,210 ,"D-Chief Justice, Supreme Court" ,20 ,"Amy Clark Meachum" ,"NP" ,"Total" ,176 ,
"Box 101" ,220 ,"R-Justice Supreme Court P6 Unexp" ,10 ,"Jane Bland" ,"NP" ,"Election Day" ,179 ,
"Box 101" ,220 ,"R-Justice Supreme Court P6 Unexp" ,10 ,"Jane Bland" ,"NP" ,"Early Voting" ,131 ,
"Box 101" ,220 ,"R-Justice Supreme Court P6 Unexp" ,10 ,"Jane Bland" ,"NP" ,"EV Mail" ,8 ,
"Box 101" ,220 ,"R-Justice Supreme Court P6 Unexp" ,10 ,"Jane Bland" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,220 ,"R-Justice Supreme Court P6 Unexp" ,10 ,"Jane Bland" ,"NP" ,"Total" ,318 ,
"Box 101" ,230 ,"D-Justice Supreme Court P6 Unexp" ,10 ,"Larry Praeger" ,"NP" ,"Election Day" ,28 ,
"Box 101" ,230 ,"D-Justice Supreme Court P6 Unexp" ,10 ,"Larry Praeger" ,"NP" ,"Early Voting" ,17 ,
"Box 101" ,230 ,"D-Justice Supreme Court P6 Unexp" ,10 ,"Larry Praeger" ,"NP" ,"EV Mail" ,8 ,
"Box 101" ,230 ,"D-Justice Supreme Court P6 Unexp" ,10 ,"Larry Praeger" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,230 ,"D-Justice Supreme Court P6 Unexp" ,10 ,"Larry Praeger" ,"NP" ,"Total" ,53 ,
"Box 101" ,230 ,"D-Justice Supreme Court P6 Unexp" ,20 ,"Kathy Cheng" ,"NP" ,"Election Day" ,108 ,
"Box 101" ,230 ,"D-Justice Supreme Court P6 Unexp" ,20 ,"Kathy Cheng" ,"NP" ,"Early Voting" ,49 ,
"Box 101" ,230 ,"D-Justice Supreme Court P6 Unexp" ,20 ,"Kathy Cheng" ,"NP" ,"EV Mail" ,18 ,
"Box 101" ,230 ,"D-Justice Supreme Court P6 Unexp" ,20 ,"Kathy Cheng" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,230 ,"D-Justice Supreme Court P6 Unexp" ,20 ,"Kathy Cheng" ,"NP" ,"Total" ,175 ,
"Box 101" ,240 ,"R-Justice Supreme Court P7" ,10 ,"Jeff Boyd" ,"NP" ,"Election Day" ,182 ,
"Box 101" ,240 ,"R-Justice Supreme Court P7" ,10 ,"Jeff Boyd" ,"NP" ,"Early Voting" ,134 ,
"Box 101" ,240 ,"R-Justice Supreme Court P7" ,10 ,"Jeff Boyd" ,"NP" ,"EV Mail" ,8 ,
"Box 101" ,240 ,"R-Justice Supreme Court P7" ,10 ,"Jeff Boyd" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,240 ,"R-Justice Supreme Court P7" ,10 ,"Jeff Boyd" ,"NP" ,"Total" ,324 ,
"Box 101" ,250 ,"D-Justice Supreme Court P7" ,10 ,"Brandy Voss" ,"NP" ,"Election Day" ,45 ,
"Box 101" ,250 ,"D-Justice Supreme Court P7" ,10 ,"Brandy Voss" ,"NP" ,"Early Voting" ,28 ,
"Box 101" ,250 ,"D-Justice Supreme Court P7" ,10 ,"Brandy Voss" ,"NP" ,"EV Mail" ,12 ,
"Box 101" ,250 ,"D-Justice Supreme Court P7" ,10 ,"Brandy Voss" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,250 ,"D-Justice Supreme Court P7" ,10 ,"Brandy Voss" ,"NP" ,"Total" ,85 ,
"Box 101" ,250 ,"D-Justice Supreme Court P7" ,20 ,"Staci Williams" ,"NP" ,"Election Day" ,89 ,
"Box 101" ,250 ,"D-Justice Supreme Court P7" ,20 ,"Staci Williams" ,"NP" ,"Early Voting" ,40 ,
"Box 101" ,250 ,"D-Justice Supreme Court P7" ,20 ,"Staci Williams" ,"NP" ,"EV Mail" ,14 ,
"Box 101" ,250 ,"D-Justice Supreme Court P7" ,20 ,"Staci Williams" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,250 ,"D-Justice Supreme Court P7" ,20 ,"Staci Williams" ,"NP" ,"Total" ,143 ,
"Box 101" ,260 ,"R-Justice Supreme Court P8" ,10 ,"Brett Busby" ,"NP" ,"Election Day" ,178 ,
"Box 101" ,260 ,"R-Justice Supreme Court P8" ,10 ,"Brett Busby" ,"NP" ,"Early Voting" ,132 ,
"Box 101" ,260 ,"R-Justice Supreme Court P8" ,10 ,"Brett Busby" ,"NP" ,"EV Mail" ,8 ,
"Box 101" ,260 ,"R-Justice Supreme Court P8" ,10 ,"Brett Busby" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,260 ,"R-Justice Supreme Court P8" ,10 ,"Brett Busby" ,"NP" ,"Total" ,318 ,
"Box 101" ,270 ,"D-Justice Supreme Court P8" ,10 ,"Peter Kelly" ,"NP" ,"Election Day" ,27 ,
"Box 101" ,270 ,"D-Justice Supreme Court P8" ,10 ,"Peter Kelly" ,"NP" ,"Early Voting" ,14 ,
"Box 101" ,270 ,"D-Justice Supreme Court P8" ,10 ,"Peter Kelly" ,"NP" ,"EV Mail" ,8 ,
"Box 101" ,270 ,"D-Justice Supreme Court P8" ,10 ,"Peter Kelly" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,270 ,"D-Justice Supreme Court P8" ,10 ,"Peter Kelly" ,"NP" ,"Total" ,49 ,
"Box 101" ,270 ,"D-Justice Supreme Court P8" ,20 ,"Gisela D. Triana" ,"NP" ,"Election Day" ,105 ,
"Box 101" ,270 ,"D-Justice Supreme Court P8" ,20 ,"Gisela D. Triana" ,"NP" ,"Early Voting" ,53 ,
"Box 101" ,270 ,"D-Justice Supreme Court P8" ,20 ,"Gisela D. Triana" ,"NP" ,"EV Mail" ,18 ,
"Box 101" ,270 ,"D-Justice Supreme Court P8" ,20 ,"Gisela D. Triana" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,270 ,"D-Justice Supreme Court P8" ,20 ,"Gisela D. Triana" ,"NP" ,"Total" ,176 ,
"Box 101" ,275 ,"R-Criminal Appeals Jdg P3" ,10 ,"Bert Richardson" ,"NP" ,"Election Day" ,92 ,
"Box 101" ,275 ,"R-Criminal Appeals Jdg P3" ,10 ,"Bert Richardson" ,"NP" ,"Early Voting" ,86 ,
"Box 101" ,275 ,"R-Criminal Appeals Jdg P3" ,10 ,"Bert Richardson" ,"NP" ,"EV Mail" ,8 ,
"Box 101" ,275 ,"R-Criminal Appeals Jdg P3" ,10 ,"Bert Richardson" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,275 ,"R-Criminal Appeals Jdg P3" ,10 ,"Bert Richardson" ,"NP" ,"Total" ,186 ,
"Box 101" ,275 ,"R-Criminal Appeals Jdg P3" ,20 ,"Gina Parker" ,"NP" ,"Election Day" ,94 ,
"Box 101" ,275 ,"R-Criminal Appeals Jdg P3" ,20 ,"Gina Parker" ,"NP" ,"Early Voting" ,55 ,
"Box 101" ,275 ,"R-Criminal Appeals Jdg P3" ,20 ,"Gina Parker" ,"NP" ,"EV Mail" ,3 ,
"Box 101" ,275 ,"R-Criminal Appeals Jdg P3" ,20 ,"Gina Parker" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,275 ,"R-Criminal Appeals Jdg P3" ,20 ,"Gina Parker" ,"NP" ,"Total" ,152 ,
"Box 101" ,280 ,"D-Criminal Appeals Jdg P3" ,10 ,"Dan Wood" ,"NP" ,"Election Day" ,32 ,
"Box 101" ,280 ,"D-Criminal Appeals Jdg P3" ,10 ,"Dan Wood" ,"NP" ,"Early Voting" ,14 ,
"Box 101" ,280 ,"D-Criminal Appeals Jdg P3" ,10 ,"Dan Wood" ,"NP" ,"EV Mail" ,7 ,
"Box 101" ,280 ,"D-Criminal Appeals Jdg P3" ,10 ,"Dan Wood" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,280 ,"D-Criminal Appeals Jdg P3" ,10 ,"Dan Wood" ,"NP" ,"Total" ,53 ,
"Box 101" ,280 ,"D-Criminal Appeals Jdg P3" ,20 ,"W. Pieratt Demond" ,"NP" ,"Election Day" ,10 ,
"Box 101" ,280 ,"D-Criminal Appeals Jdg P3" ,20 ,"W. Pieratt Demond" ,"NP" ,"Early Voting" ,5 ,
"Box 101" ,280 ,"D-Criminal Appeals Jdg P3" ,20 ,"W. Pieratt Demond" ,"NP" ,"EV Mail" ,1 ,
"Box 101" ,280 ,"D-Criminal Appeals Jdg P3" ,20 ,"W. Pieratt Demond" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,280 ,"D-Criminal Appeals Jdg P3" ,20 ,"W. Pieratt Demond" ,"NP" ,"Total" ,16 ,
"Box 101" ,280 ,"D-Criminal Appeals Jdg P3" ,30 ,"E. Davis Frizell" ,"NP" ,"Election Day" ,91 ,
"Box 101" ,280 ,"D-Criminal Appeals Jdg P3" ,30 ,"E. Davis Frizell" ,"NP" ,"Early Voting" ,47 ,
"Box 101" ,280 ,"D-Criminal Appeals Jdg P3" ,30 ,"E. Davis Frizell" ,"NP" ,"EV Mail" ,18 ,
"Box 101" ,280 ,"D-Criminal Appeals Jdg P3" ,30 ,"E. Davis Frizell" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,280 ,"D-Criminal Appeals Jdg P3" ,30 ,"E. Davis Frizell" ,"NP" ,"Total" ,156 ,
"Box 101" ,290 ,"R-Criminal Appeals Jdg P4" ,10 ,"Kevin Patrick Yeary" ,"NP" ,"Election Day" ,179 ,
"Box 101" ,290 ,"R-Criminal Appeals Jdg P4" ,10 ,"Kevin Patrick Yeary" ,"NP" ,"Early Voting" ,133 ,
"Box 101" ,290 ,"R-Criminal Appeals Jdg P4" ,10 ,"Kevin Patrick Yeary" ,"NP" ,"EV Mail" ,8 ,
"Box 101" ,290 ,"R-Criminal Appeals Jdg P4" ,10 ,"Kevin Patrick Yeary" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,290 ,"R-Criminal Appeals Jdg P4" ,10 ,"Kevin Patrick Yeary" ,"NP" ,"Total" ,320 ,
"Box 101" ,295 ,"D-Criminal Appeals Jdg P4" ,10 ,"Tina Clinton" ,"NP" ,"Election Day" ,114 ,
"Box 101" ,295 ,"D-Criminal Appeals Jdg P4" ,10 ,"Tina Clinton" ,"NP" ,"Early Voting" ,57 ,
"Box 101" ,295 ,"D-Criminal Appeals Jdg P4" ,10 ,"Tina Clinton" ,"NP" ,"EV Mail" ,23 ,
"Box 101" ,295 ,"D-Criminal Appeals Jdg P4" ,10 ,"Tina Clinton" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,295 ,"D-Criminal Appeals Jdg P4" ,10 ,"Tina Clinton" ,"NP" ,"Total" ,194 ,
"Box 101" ,295 ,"D-Criminal Appeals Jdg P4" ,20 ,"Steven Miears" ,"NP" ,"Election Day" ,20 ,
"Box 101" ,295 ,"D-Criminal Appeals Jdg P4" ,20 ,"Steven Miears" ,"NP" ,"Early Voting" ,10 ,
"Box 101" ,295 ,"D-Criminal Appeals Jdg P4" ,20 ,"Steven Miears" ,"NP" ,"EV Mail" ,3 ,
"Box 101" ,295 ,"D-Criminal Appeals Jdg P4" ,20 ,"Steven Miears" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,295 ,"D-Criminal Appeals Jdg P4" ,20 ,"Steven Miears" ,"NP" ,"Total" ,33 ,
"Box 101" ,300 ,"R-Criminal Appeals Jdg P9" ,10 ,"David Newell" ,"NP" ,"Election Day" ,182 ,
"Box 101" ,300 ,"R-Criminal Appeals Jdg P9" ,10 ,"David Newell" ,"NP" ,"Early Voting" ,133 ,
"Box 101" ,300 ,"R-Criminal Appeals Jdg P9" ,10 ,"David Newell" ,"NP" ,"EV Mail" ,8 ,
"Box 101" ,300 ,"R-Criminal Appeals Jdg P9" ,10 ,"David Newell" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,300 ,"R-Criminal Appeals Jdg P9" ,10 ,"David Newell" ,"NP" ,"Total" ,323 ,
"Box 101" ,310 ,"D-Criminal Appeals Jdg P9" ,10 ,"Brandon Birmingham" ,"NP" ,"Election Day" ,126 ,
"Box 101" ,310 ,"D-Criminal Appeals Jdg P9" ,10 ,"Brandon Birmingham" ,"NP" ,"Early Voting" ,63 ,
"Box 101" ,310 ,"D-Criminal Appeals Jdg P9" ,10 ,"Brandon Birmingham" ,"NP" ,"EV Mail" ,22 ,
"Box 101" ,310 ,"D-Criminal Appeals Jdg P9" ,10 ,"Brandon Birmingham" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,310 ,"D-Criminal Appeals Jdg P9" ,10 ,"Brandon Birmingham" ,"NP" ,"Total" ,211 ,
"Box 101" ,315 ,"R-State Senator D21" ,10 ,"Frank Pomeroy" ,"NP" ,"Election Day" ,178 ,
"Box 101" ,315 ,"R-State Senator D21" ,10 ,"Frank Pomeroy" ,"NP" ,"Early Voting" ,137 ,
"Box 101" ,315 ,"R-State Senator D21" ,10 ,"Frank Pomeroy" ,"NP" ,"EV Mail" ,8 ,
"Box 101" ,315 ,"R-State Senator D21" ,10 ,"Frank Pomeroy" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,315 ,"R-State Senator D21" ,10 ,"Frank Pomeroy" ,"NP" ,"Total" ,323 ,
"Box 101" ,320 ,"D-State Senator D21" ,10 ,"Judith Zaffirini" ,"NP" ,"Election Day" ,131 ,
"Box 101" ,320 ,"D-State Senator D21" ,10 ,"Judith Zaffirini" ,"NP" ,"Early Voting" ,67 ,
"Box 101" ,320 ,"D-State Senator D21" ,10 ,"Judith Zaffirini" ,"NP" ,"EV Mail" ,23 ,
"Box 101" ,320 ,"D-State Senator D21" ,10 ,"Judith Zaffirini" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,320 ,"D-State Senator D21" ,10 ,"Judith Zaffirini" ,"NP" ,"Total" ,221 ,
"Box 101" ,330 ,"R-State Representative 44" ,10 ,"John Kuempel" ,"NP" ,"Election Day" ,187 ,
"Box 101" ,330 ,"R-State Representative 44" ,10 ,"John Kuempel" ,"NP" ,"Early Voting" ,137 ,
"Box 101" ,330 ,"R-State Representative 44" ,10 ,"John Kuempel" ,"NP" ,"EV Mail" ,9 ,
"Box 101" ,330 ,"R-State Representative 44" ,10 ,"John Kuempel" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,330 ,"R-State Representative 44" ,10 ,"John Kuempel" ,"NP" ,"Total" ,333 ,
"Box 101" ,340 ,"D-State Representative 44" ,10 ,"Robert Bohmfalk" ,"NP" ,"Election Day" ,125 ,
"Box 101" ,340 ,"D-State Representative 44" ,10 ,"Robert Bohmfalk" ,"NP" ,"Early Voting" ,61 ,
"Box 101" ,340 ,"D-State Representative 44" ,10 ,"Robert Bohmfalk" ,"NP" ,"EV Mail" ,23 ,
"Box 101" ,340 ,"D-State Representative 44" ,10 ,"Robert Bohmfalk" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,340 ,"D-State Representative 44" ,10 ,"Robert Bohmfalk" ,"NP" ,"Total" ,209 ,
"Box 101" ,350 ,"R-Chief Justice 4 Court Appeals" ,10 ,"Renee Yanta" ,"NP" ,"Election Day" ,182 ,
"Box 101" ,350 ,"R-Chief Justice 4 Court Appeals" ,10 ,"Renee Yanta" ,"NP" ,"Early Voting" ,132 ,
"Box 101" ,350 ,"R-Chief Justice 4 Court Appeals" ,10 ,"Renee Yanta" ,"NP" ,"EV Mail" ,9 ,
"Box 101" ,350 ,"R-Chief Justice 4 Court Appeals" ,10 ,"Renee Yanta" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,350 ,"R-Chief Justice 4 Court Appeals" ,10 ,"Renee Yanta" ,"NP" ,"Total" ,323 ,
"Box 101" ,360 ,"D-Chief Justice 4 Court Appeals" ,10 ,"Rebeca Martinez" ,"NP" ,"Election Day" ,131 ,
"Box 101" ,360 ,"D-Chief Justice 4 Court Appeals" ,10 ,"Rebeca Martinez" ,"NP" ,"Early Voting" ,65 ,
"Box 101" ,360 ,"D-Chief Justice 4 Court Appeals" ,10 ,"Rebeca Martinez" ,"NP" ,"EV Mail" ,24 ,
"Box 101" ,360 ,"D-Chief Justice 4 Court Appeals" ,10 ,"Rebeca Martinez" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,360 ,"D-Chief Justice 4 Court Appeals" ,10 ,"Rebeca Martinez" ,"NP" ,"Total" ,220 ,
"Box 101" ,370 ,"R-District Attorney D81" ,10 ,"Audrey Gossett Louis" ,"NP" ,"Election Day" ,183 ,
"Box 101" ,370 ,"R-District Attorney D81" ,10 ,"Audrey Gossett Louis" ,"NP" ,"Early Voting" ,133 ,
"Box 101" ,370 ,"R-District Attorney D81" ,10 ,"Audrey Gossett Louis" ,"NP" ,"EV Mail" ,9 ,
"Box 101" ,370 ,"R-District Attorney D81" ,10 ,"Audrey Gossett Louis" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,370 ,"R-District Attorney D81" ,10 ,"Audrey Gossett Louis" ,"NP" ,"Total" ,325 ,
"Box 101" ,400 ,"R-County Attorney" ,10 ,"Tom Caldwell" ,"NP" ,"Election Day" ,182 ,
"Box 101" ,400 ,"R-County Attorney" ,10 ,"Tom Caldwell" ,"NP" ,"Early Voting" ,132 ,
"Box 101" ,400 ,"R-County Attorney" ,10 ,"Tom Caldwell" ,"NP" ,"EV Mail" ,9 ,
"Box 101" ,400 ,"R-County Attorney" ,10 ,"Tom Caldwell" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,400 ,"R-County Attorney" ,10 ,"Tom Caldwell" ,"NP" ,"Total" ,323 ,
"Box 101" ,410 ,"R-Sheriff" ,10 ,"Jim Stewart" ,"NP" ,"Election Day" ,84 ,
"Box 101" ,410 ,"R-Sheriff" ,10 ,"Jim Stewart" ,"NP" ,"Early Voting" ,76 ,
"Box 101" ,410 ,"R-Sheriff" ,10 ,"Jim Stewart" ,"NP" ,"EV Mail" ,7 ,
"Box 101" ,410 ,"R-Sheriff" ,10 ,"Jim Stewart" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,410 ,"R-Sheriff" ,10 ,"Jim Stewart" ,"NP" ,"Total" ,167 ,
"Box 101" ,410 ,"R-Sheriff" ,20 ,"Joe D. Tackitt, Jr." ,"NP" ,"Election Day" ,115 ,
"Box 101" ,410 ,"R-Sheriff" ,20 ,"Joe D. Tackitt, Jr." ,"NP" ,"Early Voting" ,75 ,
"Box 101" ,410 ,"R-Sheriff" ,20 ,"Joe D. Tackitt, Jr." ,"NP" ,"EV Mail" ,4 ,
"Box 101" ,410 ,"R-Sheriff" ,20 ,"Joe D. Tackitt, Jr." ,"NP" ,"Provisional" ,0 ,
"Box 101" ,410 ,"R-Sheriff" ,20 ,"Joe D. Tackitt, Jr." ,"NP" ,"Total" ,194 ,
"Box 101" ,420 ,"D-Sheriff" ,10 ,"Emmanuel Fultz, Sr." ,"NP" ,"Election Day" ,127 ,
"Box 101" ,420 ,"D-Sheriff" ,10 ,"Emmanuel Fultz, Sr." ,"NP" ,"Early Voting" ,65 ,
"Box 101" ,420 ,"D-Sheriff" ,10 ,"Emmanuel Fultz, Sr." ,"NP" ,"EV Mail" ,23 ,
"Box 101" ,420 ,"D-Sheriff" ,10 ,"Emmanuel Fultz, Sr." ,"NP" ,"Provisional" ,0 ,
"Box 101" ,420 ,"D-Sheriff" ,10 ,"Emmanuel Fultz, Sr." ,"NP" ,"Total" ,215 ,
"Box 101" ,430 ,"R-Tax Assessor-Collector" ,10 ,"Dawn Polasek Barnett" ,"NP" ,"Election Day" ,178 ,
"Box 101" ,430 ,"R-Tax Assessor-Collector" ,10 ,"Dawn Polasek Barnett" ,"NP" ,"Early Voting" ,132 ,
"Box 101" ,430 ,"R-Tax Assessor-Collector" ,10 ,"Dawn Polasek Barnett" ,"NP" ,"EV Mail" ,9 ,
"Box 101" ,430 ,"R-Tax Assessor-Collector" ,10 ,"Dawn Polasek Barnett" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,430 ,"R-Tax Assessor-Collector" ,10 ,"Dawn Polasek Barnett" ,"NP" ,"Total" ,319 ,
"Box 101" ,435 ,"R-County Commissioner P1" ,10 ,"Fabian Mutz, Jr." ,"NP" ,"Election Day" ,77 ,
"Box 101" ,435 ,"R-County Commissioner P1" ,10 ,"Fabian Mutz, Jr." ,"NP" ,"Early Voting" ,49 ,
"Box 101" ,435 ,"R-County Commissioner P1" ,10 ,"Fabian Mutz, Jr." ,"NP" ,"EV Mail" ,5 ,
"Box 101" ,435 ,"R-County Commissioner P1" ,10 ,"Fabian Mutz, Jr." ,"NP" ,"Provisional" ,0 ,
"Box 101" ,435 ,"R-County Commissioner P1" ,10 ,"Fabian Mutz, Jr." ,"NP" ,"Total" ,131 ,
"Box 101" ,435 ,"R-County Commissioner P1" ,20 ,"Gary Martin" ,"NP" ,"Election Day" ,109 ,
"Box 101" ,435 ,"R-County Commissioner P1" ,20 ,"Gary Martin" ,"NP" ,"Early Voting" ,95 ,
"Box 101" ,435 ,"R-County Commissioner P1" ,20 ,"Gary Martin" ,"NP" ,"EV Mail" ,6 ,
"Box 101" ,435 ,"R-County Commissioner P1" ,20 ,"Gary Martin" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,435 ,"R-County Commissioner P1" ,20 ,"Gary Martin" ,"NP" ,"Total" ,210 ,
"Box 101" ,440 ,"D-County Commissioner P1" ,10 ,"Albert Gamez, Jr." ,"NP" ,"Election Day" ,128 ,
"Box 101" ,440 ,"D-County Commissioner P1" ,10 ,"Albert Gamez, Jr." ,"NP" ,"Early Voting" ,66 ,
"Box 101" ,440 ,"D-County Commissioner P1" ,10 ,"Albert Gamez, Jr." ,"NP" ,"EV Mail" ,24 ,
"Box 101" ,440 ,"D-County Commissioner P1" ,10 ,"Albert Gamez, Jr." ,"NP" ,"Provisional" ,0 ,
"Box 101" ,440 ,"D-County Commissioner P1" ,10 ,"Albert Gamez, Jr." ,"NP" ,"Total" ,218 ,
"Box 101" ,465 ,"R-Constable P1" ,10 ,"Leonard Guzman" ,"NP" ,"Election Day" ,175 ,
"Box 101" ,465 ,"R-Constable P1" ,10 ,"Leonard Guzman" ,"NP" ,"Early Voting" ,131 ,
"Box 101" ,465 ,"R-Constable P1" ,10 ,"Leonard Guzman" ,"NP" ,"EV Mail" ,8 ,
"Box 101" ,465 ,"R-Constable P1" ,10 ,"Leonard Guzman" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,465 ,"R-Constable P1" ,10 ,"Leonard Guzman" ,"NP" ,"Total" ,314 ,
"Box 101" ,470 ,"D-Constable P1" ,10 ,"Thomas \"Wedo\" Silvas" ,"NP" ,"Election Day" ,127 ,
"Box 101" ,470 ,"D-Constable P1" ,10 ,"Thomas \"Wedo\" Silvas" ,"NP" ,"Early Voting" ,62 ,
"Box 101" ,470 ,"D-Constable P1" ,10 ,"Thomas \"Wedo\" Silvas" ,"NP" ,"EV Mail" ,22 ,
"Box 101" ,470 ,"D-Constable P1" ,10 ,"Thomas \"Wedo\" Silvas" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,470 ,"D-Constable P1" ,10 ,"Thomas \"Wedo\" Silvas" ,"NP" ,"Total" ,211 ,
"Box 101" ,520 ,"R-County Chairman" ,10 ,"Ruby Manen" ,"NP" ,"Election Day" ,177 ,
"Box 101" ,520 ,"R-County Chairman" ,10 ,"Ruby Manen" ,"NP" ,"Early Voting" ,130 ,
"Box 101" ,520 ,"R-County Chairman" ,10 ,"Ruby Manen" ,"NP" ,"EV Mail" ,8 ,
"Box 101" ,520 ,"R-County Chairman" ,10 ,"Ruby Manen" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,520 ,"R-County Chairman" ,10 ,"Ruby Manen" ,"NP" ,"Total" ,315 ,
"Box 101" ,530 ,"D-County Chairman" ,10 ,"Pedro Dehoyos" ,"NP" ,"Election Day" ,126 ,
"Box 101" ,530 ,"D-County Chairman" ,10 ,"Pedro Dehoyos" ,"NP" ,"Early Voting" ,65 ,
"Box 101" ,530 ,"D-County Chairman" ,10 ,"Pedro Dehoyos" ,"NP" ,"EV Mail" ,24 ,
"Box 101" ,530 ,"D-County Chairman" ,10 ,"Pedro Dehoyos" ,"NP" ,"Provisional" ,0 ,
"Box 101" ,530 ,"D-County Chairman" ,10 ,"Pedro Dehoyos" ,"NP" ,"Total" ,215 ,
"Box 101" ,540 ,"R-Proposition 1" ,10 ,"Yes" ,"NP" ,"Election Day" ,173 ,
"Box 101" ,540 ,"R-Proposition 1" ,10 ,"Yes" ,"NP" ,"Early Voting" ,138 ,
"Box 101" ,540 ,"R-Proposition 1" ,10 ,"Yes" ,"NP" ,"EV Mail" ,11 ,
"Box 101" ,540 ,"R-Proposition 1" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
