Political Subdivision,Election Date,Election Name,Total Provisional Ballots,Total Provisional Ballots Counted,Precinct Number,Race Name,Candidate Name,Party Code,Early Votes,Election Votes
,,,,,,Comptroller of Public Accounts,Glenn Hegar,,,77
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Comptroller of Public Accounts,Total,,,77
,,,,,,Comptroller of Public Accounts,Overvotes,,,0
,,,,,,Comptroller of Public Accounts,Undervotes,,,18
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Commissioner of the General Land Office,George P. Bush,,,51
,,,,,,Commissioner of the General Land Office,Jerry Patterson,,,29
,,,,,,Commissioner of the General Land Office,Rick Range,,,5
,,,,,,Commissioner of the General Land Office,Davey Edwards,,,8
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of the General Land Office,Total,,,93
,,,,,,Commissioner of the General Land Office,Overvotes,,,0
,,,,,,Commissioner of the General Land Office,Undervotes,,,2
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of Agriculture,Trey Blocker,,,20
,,,,,,Commissioner of Agriculture,Jim Hogan,,,21
,,,,,,Commissioner of Agriculture,Sid Miller,,,39
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Commissioner of Agriculture,Total ,,,80
,,,,,,Commissioner of Agriculture,Overvotes,,,2
,,,,,,Commissioner of Agriculture,Undervotes,,,13
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Railroad Commissioner,Weston Martinez,,,19
,,,,,,Railroad Commissioner,Christi Craddick,,,64
,,,,,,Railroad Commissioner,,,,
,,,,,,Railroad Commissioner,Total,,,83
,,,,,,Railroad Commissioner,Overvotes,,,0
,,,,,,Railroad Commissioner,Undervotes,,,12
,,,,,,Railroad Commissioner,,,,
,,,,,,Railroad Commissioner,,,,
,,,,,,"Justice, Supreme Court, Place 2",Jimmy Blacklock,,,67
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 2",Total,,,67
,,,,,,"Justice, Supreme Court, Place 2",Overvotes,,,0
,,,,,,"Justice, Supreme Court, Place 2",Undervotes,,,28
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 4",John Devine,,,66
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 4",Total,,,66
,,,,,,"Justice, Supreme Court, Place 4",Overvotes,,,29
,,,,,,"Justice, Supreme Court, Place 4",Undervotes,,,
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 6",Jeff Brown,,,67
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Justice, Supreme Court, Place 6",Total,,,67
,,,,,,"Justice, Supreme Court, Place 6",Overvotes,,,0
,,,,,,"Justice, Supreme Court, Place 6",Undervotes,,,28
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",David Bridges,,,47
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Sharon Keller,,,34
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Total,,,81
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Overvotes,,,0
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Undervotes,,,14
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Barbara Parker Hervey,,,64
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Total,,,64
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Overvotes,,,0
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Undervotes,,,31
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Jay Brandon,,,30
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Dib Waldrip,,,12
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Michelle Slaughter,,,35
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Total,,,77
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Overvotes,,,0
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Undervotes,,,18
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",,,,
,,,,,,"State Representative, District 17",John P. Cyrier,,,73
,,,,,,"State Representative, District 17",,,,
,,,,,,"State Representative, District 17",Total,,,73
,,,,,,"State Representative, District 17",Overvotes,,,0
,,,,,,"State Representative, District 17",Undervotes,,,22
,,,,,,"State Representative, District 17",,,,
,,,,,,"State Representative, District 17",,,,
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Ernie Aliseda,,,69
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",,,,
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Total,,,69
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Overvotes,,,0
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Undervotes,,,26
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",,,,
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Greg Perkes,,,66
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Total,,,66
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Overvotes,,,0
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Undervotes,,,29
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Jaime Tijerina,,,63
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Total,,,63
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Overvotes,,,0
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Undervotes,,,32
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Clarissa Silva,,,64
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Total,,,64
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Overvotes,,,0
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Undervotes,,,31
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,County Judge,Patrick (Pat) Davis,,,77
,,,,,,County Judge,,,,
,,,,,,County Judge,Total,,,77
,,,,,,County Judge,Overvotes,,,0
,,,,,,County Judge,Undervotes,,,18
,,,,,,County Judge,,,,
,,,,,,County Judge,,,,
,,,,,,Districk Clerk,Janice Sutton,,,73
,,,,,,Districk Clerk,,,,
,,,,,,Districk Clerk,Total,,,73
,,,,,,Districk Clerk,Overvotes,,,0
,,,,,,Districk Clerk,Undervotes,,,22
,,,,,,Districk Clerk,,,,
,,,,,,Districk Clerk,,,,
,,,,,,County Clerk,Lona Ackman,,,72
,,,,,,County Clerk,,,,
,,,,,,County Clerk,Total,,,72
,,,,,,County Clerk,Overvotes,,,0
,,,,,,County Clerk,Undervotes,,,23
,,,,,,County Clerk,,,,
,,,,,,County Clerk,,,,
,,,,,,County Treasurer,Sheryl Barborak,,,48
,,,,,,County Treasurer,Jo Ann Mercer,,,38
,,,,,,County Treasurer,,,,
,,,,,,County Treasurer,Total,,,86
,,,,,,County Treasurer,Overvotes,,,0
,,,,,,County Treasurer,Undervotes,,,9
,,,,,,County Treasurer,,,,
,,,,,,County Treasurer,,,,
,,,,,,County Surveyor,Seth M. Fullilove,,,67
,,,,,,County Surveyor,,,,
,,,,,,County Surveyor,Total,,,67
,,,,,,County Surveyor,Overvotes,,,0
,,,,,,County Surveyor,Undervotes,,,28
,,,,,,County Surveyor,,,,
,,,,,,"County Commissioner, Precinct No. 2",Donnie R. Brzozowski,,,71
,,,,,,"County Commissioner, Precinct No. 2",,,,
,,,,,,"County Commissioner, Precinct No. 2",Total,,,71
,,,,,,"County Commissioner, Precinct No. 2",Overvotes,,,0
,,,,,,"County Commissioner, Precinct No. 2",Undervotes,,,24
,,,,,,"County Commissioner, Precinct No. 2",,,,
,,,,,,"County Commissioner, Precinct No. 2",,,,
,,,,,,"Justice of the Peace, Precinct No. 3",Jesse Almaraz,,,74
,,,,,,"Justice of the Peace, Precinct No. 3",,,,
,,,,,,"Justice of the Peace, Precinct No. 3",Total,,,74
,,,,,,"Justice of the Peace, Precinct No. 3",Overvotes,,,0
,,,,,,"Justice of the Peace, Precinct No. 3",Undervotes,,,21
,,,,,,"Justice of the Peace, Precinct No. 3",,,,
,,,,,,"Justice of the Peace, Precinct No. 3",,,,
,,,,,,County Chairman,Richard A. Green Sr.,,,70
,,,,,,County Chairman,,,,
,,,,,,County Chairman,Total,,,70
,,,,,,County Chairman,Overvotes,,,0
,,,,,,County Chairman,Undervotes,,,25
,,,,,,County Chairman,,,,
,,,,,,County Chairman,,,,
,,,,,,Proposition 1 Rep,Yes,,,67
,,,,,,Proposition 1 Rep,No,,,20
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 1 Rep,Total ,,,87
,,,,,,Proposition 1 Rep,Overvotes,,,0
,,,,,,Proposition 1 Rep,Undervotes,,,8
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 2 Rep,Yes,,,84
,,,,,,Proposition 2 Rep,No,,,7
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 2 Rep,Total ,,,91
,,,,,,Proposition 2 Rep,Overvotes,,,0
,,,,,,Proposition 2 Rep,Undervotes,,,4
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 3 Rep,Yes,,,85
,,,,,,Proposition 3 Rep,No,,,4
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 3 Rep,Total ,,,89
,,,,,,Proposition 3 Rep,Overvotes,,,0
,,,,,,Proposition 3 Rep,Undervotes,,,6
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 4 Rep,Yes,,,84
,,,,,,Proposition 4 Rep,No,,,5
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 4 Rep,Total,,,89
,,,,,,Proposition 4 Rep,Overvotes ,,,0
,,,,,,Proposition 4 Rep,Undervotes,,,6
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 5 Rep,Yes,,,77
,,,,,,Proposition 5 Rep,No,,,12
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 5 Rep,Total,,,89
,,,,,,Proposition 5 Rep,Overvotes,,,0
,,,,,,Proposition 5 Rep,Undervotes,,,6
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 6 Rep,Yes,,,84
,,,,,,Proposition 6 Rep,No,,,5
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 6 Rep,Total,,,89
,,,,,,Proposition 6 Rep,Overvotes,,,0
,,,,,,Proposition 6 Rep,Undervotes,,,6
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 7 Rep,Yes,,,63
,,,,,,Proposition 7 Rep,No,,,22
,,,,,,Proposition 7 Rep,,,,
,,,,,,Proposition 7 Rep,Total,,,85
,,,,,,Proposition 7 Rep,Overvotes,,,1
,,,,,,Proposition 7 Rep,Undervotes,,,9
,,,,,,Proposition 7 Rep,,,,
,,,,,,Proposition 7 Rep,,,,
,,,,,,Proposition 8 Rep,Yes,,,89
,,,,,,Proposition 8 Rep,No,,,1
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 8 Rep,Total,,,90
,,,,,,Proposition 8 Rep,Overvotes,,,0
,,,,,,Proposition 8 Rep,Undervotes,,,5
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 9 Rep,Yes,,,83
,,,,,,Proposition 9 Rep,No,,,6
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 9 Rep,Total,,,89
,,,,,,Proposition 9 Rep,Overvotes,,,0
,,,,,,Proposition 9 Rep,Undervotes,,,6
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 10 Rep,Yes,,,89
,,,,,,Proposition 10 Rep,No,,,1
,,,,,,Proposition 10 Rep,,,,
,,,,,,Proposition 10 Rep,Total,,,90
,,,,,,Proposition 10 Rep,Overvotes,,,0
,,,,,,Proposition 10 Rep,Undervotes,,,5
,,,,,,Proposition 10 Rep,,,,
,,,,,,Proposition 11 Rep,Yes,,,84
,,,,,10,Proposition 11 Rep,No,,,7
,,,,,,Proposition 11 Rep,,,,
,,,,,,Proposition 11 Rep,Total,,,91
,,,,,,Proposition 11 Rep,Overvotes,,,0
,,,,,,Proposition 11 Rep,Undervotes,,,4
,,,,,,Proposition 11 Rep,,,,
,,,,,,Proposition 11 Rep,,,,
,,,,,,United State Senator,Bruce Jacobson Jr.,,,3
,,,,,,United State Senator,Red Cruz,,,67
,,,,,,United State Senator,Mary Miller,,,2
,,,,,,United State Senator,Stefano De Stefano,,,2
,,,,,,United State Senator,Geraldine Sam,,,0
,,,,,,United State Senator,,,,
,,,,,,United State Senator,Total,,,74
,,,,,,United State Senator,Overvotes,,,0
,,,,,,United State Senator,Undervotes,,,0
,,,,,,United State Senator,,,,
,,,,,,United State Senator,,,,
,,,,,,"US Representative, District 34",Rey Gonzalez,,,53
,,,,,,"US Representative, District 34",,,,
,,,,,,"US Representative, District 34",Total,,,53
,,,,,,"US Representative, District 34",Overvotes,,,0
,,,,,,"US Representative, District 34",Undervotes,,,21
,,,,,,"US Representative, District 34",,,,
,,,,,,"US Representative, District 34",,,,
,,,,,,Governor,Greg Abbott,,,69
,,,,,,Governor,Barbara Krueger,,,3
,,,,,,Governor,SECEDE Kilgore,,,2
,,,,,,Governor,,,,
,,,,,,Governor,Total,,,74
,,,,,,Governor,Overvotes,,,0
,,,,,,Governor,Undervotes,,,0
,,,,,,Governor,,,,
,,,,,,Governor,,,,
,,,,,,Lieutenant Governor,Scott Milder,,,12
,,,,,,Lieutenant Governor,Dan Patrick,,,60
,,,,,,Lieutenant Governor,,,,
,,,,,,Lieutenant Governor,Total,,,72
,,,,,,Lieutenant Governor,Overvotes,,,0
,,,,,,Lieutenant Governor,Undervotes,,,2
,,,,,,Lieutenant Governor,,,,
,,,,,,Lieutenant Governor,,,,
,,,,,,Attorney General,Ken Paxton,,,67
,,,,,,Attorney General,,,,
,,,,,,Attorney General,Total,,,67
,,,,,,Attorney General,Overvotes,,,0
,,,,,,Attorney General,Undervotes,,,7
,,,,,,Attorney General,,,,
,,,,,,Attorney General,,,,
,,,,,,Comptroller of Public Accounts,Glenn Hegar,,,63
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Comptroller of Public Accounts,Total,,,63
,,,,,,Comptroller of Public Accounts,Overvotes,,,0
,,,,,,Comptroller of Public Accounts,Undervotes,,,11
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Commissioner of the General Land Office,George P. Bush,,,41
,,,,,,Commissioner of the General Land Office,Jerry Patterson,,,21
,,,,,,Commissioner of the General Land Office,Rick Range,,,3
,,,,,,Commissioner of the General Land Office,Davey Edwards,,,7
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of the General Land Office,Total,,,72
,,,,,,Commissioner of the General Land Office,Overvotes,,,0
,,,,,,Commissioner of the General Land Office,Undervotes,,,2
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of Agriculture,Trey Blocker,,,26
,,,,,,Commissioner of Agriculture,Jim Hogan,,,16
,,,,,,Commissioner of Agriculture,Sid Miller,,,23
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Commissioner of Agriculture,Total ,,,65
,,,,,,Commissioner of Agriculture,Overvotes,,,0
,,,,,,Commissioner of Agriculture,Undervotes,,,9
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Railroad Commissioner,Weston Martinez,,,13
,,,,,,Railroad Commissioner,Christi Craddick,,,58
,,,,,,Railroad Commissioner,,,,
,,,,,,Railroad Commissioner,Total,,,71
,,,,,,Railroad Commissioner,Overvotes,,,0
,,,,,,Railroad Commissioner,Undervotes,,,3
,,,,,,Railroad Commissioner,,,,
,,,,,,Railroad Commissioner,,,,
,,,,,,"Justice, Supreme Court, Place 2",Jimmy Blacklock,,,56
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 2",Total,,,56
,,,,,,"Justice, Supreme Court, Place 2",Overvotes,,,0
,,,,,,"Justice, Supreme Court, Place 2",Undervotes,,,18
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 4",John Devine,,,59
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 4",Total,,,59
,,,,,,"Justice, Supreme Court, Place 4",Overvotes,,,0
,,,,,,"Justice, Supreme Court, Place 4",Undervotes,,,15
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 6",Jeff Brown,,,55
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Justice, Supreme Court, Place 6",Total,,,55
,,,,,,"Justice, Supreme Court, Place 6",Overvotes,,,0
,,,,,,"Justice, Supreme Court, Place 6",Undervotes,,,19
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",David Bridges,,,27
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Sharon Keller,,,40
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Total,,,67
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Overvotes,,,1
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Undervotes,,,6
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Barbara Parker Hervey,,,54
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Total,,,54
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Overvotes,,,0
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Undervotes,,,20
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Jay Brandon,,,21
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Dib Waldrip,,,14
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Michelle Slaughter,,,27
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Total,,,62
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Overvotes,,,0
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Undervotes,,,12
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",,,,
,,,,,,"State Representative, District 17",John P. Cyrier,,,59
,,,,,,"State Representative, District 17",,,,
,,,,,,"State Representative, District 17",Total,,,59
,,,,,,"State Representative, District 17",Overvotes,,,0
,,,,,,"State Representative, District 17",Undervotes,,,15
,,,,,,"State Representative, District 17",,,,
,,,,,,"State Representative, District 17",,,,
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Ernie Aliseda,,,58
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",,,,
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Total,,,58
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Overvotes,,,0
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Undervotes,,,16
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",,,,
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Greg Perkes,,,57
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Total,,,57
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Overvotes,,,0
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Undervotes,,,17
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Jaime Tijerina,,,57
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Total,,,57
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Overvotes,,,0
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Undervotes,,,17
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Clarissa Silva,,,55
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Total,,,55
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Overvotes,,,0
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Undervotes,,,19
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,County Judge,Patrick (Pat) Davis,,,65
,,,,,,County Judge,,,,
,,,,,,County Judge,Total,,,65
,,,,,,County Judge,Overvotes,,,0
,,,,,,County Judge,Undervotes,,,9
,,,,,,County Judge,,,,
,,,,,,County Judge,,,,
,,,,,,Districk Clerk,Janice Sutton,,,64
,,,,,,Districk Clerk,,,,
,,,,,,Districk Clerk,Total,,,64
,,,,,,Districk Clerk,Overvotes,,,0
,,,,,,Districk Clerk,Undervotes,,,10
,,,,,,Districk Clerk,,,,
,,,,,,Districk Clerk,,,,
,,,,,,County Clerk,Lona Ackman,,,63
,,,,,,County Clerk,,,,
,,,,,,County Clerk,Total,,,63
,,,,,,County Clerk,Overvotes,,,0
,,,,,,County Clerk,Undervotes,,,11
,,,,,,County Clerk,,,,
,,,,,,County Clerk,,,,
,,,,,,County Treasurer,Sheryl Barborak,,,33
,,,,,,County Treasurer,Jo Ann Mercer,,,39
,,,,,,County Treasurer,,,,
,,,,,,County Treasurer,Total,,,72
,,,,,,County Treasurer,Overvotes,,,0
,,,,,,County Treasurer,Undervotes,,,2
,,,,,,County Treasurer,,,,
,,,,,,County Treasurer,,,,
,,,,,,County Surveyor,Seth M. Fullilove,,,63
,,,,,,County Surveyor,,,,
,,,,,,County Surveyor,Total,,,63
,,,,,,County Surveyor,Overvotes,,,0
,,,,,,County Surveyor,Undervotes,,,11
,,,,,,County Surveyor,,,,
,,,,,,County Surveyor,,,,
,,,,,,"County Commissioner, Precinct No. 4","Collie Boatright, Jr.",,,64
,,,,,,"County Commissioner, Precinct No. 4",,,,
,,,,,,"County Commissioner, Precinct No. 4",Total,,,64
,,,,,,"County Commissioner, Precinct No. 4",Overvotes,,,0
,,,,,,"County Commissioner, Precinct No. 4",Undervotes,,,10
,,,,,,"County Commissioner, Precinct No. 4",,,,
,,,,,,"County Commissioner, Precinct No. 4",,,,
,,,,,,"Justice of the Peace, Precinct No. 4",Darryl J. Becker,,,64
,,,,,,"Justice of the Peace, Precinct No. 4",,,,
,,,,,,"Justice of the Peace, Precinct No. 4",Total,,,64
,,,,,,"Justice of the Peace, Precinct No. 4",Overvotes,,,0
,,,,,,"Justice of the Peace, Precinct No. 4",Undervotes,,,10
,,,,,,"Justice of the Peace, Precinct No. 4",,,,
,,,,,,"Justice of the Peace, Precinct No. 4",,,,
,,,,,,County Chairman,Richard A. Green Sr.,,,61
,,,,,,County Chairman,,,,
,,,,,,County Chairman,Total,,,61
,,,,,,County Chairman,Overvotes,,,0
,,,,,,County Chairman,Undervotes,,,13
,,,,,,County Chairman,,,,
,,,,,,County Chairman,,,,
,,,,,,Proposition 1 Rep,Yes,,,59
,,,,,,Proposition 1 Rep,No,,,8
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 1 Rep,Total ,,,67
,,,,,,Proposition 1 Rep,Overvotes,,,1
,,,,,,Proposition 1 Rep,Undervotes,,,6
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 2 Rep,Yes,,,65
,,,,,,Proposition 2 Rep,No,,,4
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 2 Rep,Total ,,,69
,,,,,,Proposition 2 Rep,Overvotes,,,0
,,,,,,Proposition 2 Rep,Undervotes,,,5
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 3 Rep,Yes,,,60
,,,,,,Proposition 3 Rep,No,,,8
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 3 Rep,Total ,,,68
,,,,,,Proposition 3 Rep,Overvotes,,,0
,,,,,,Proposition 3 Rep,Undervotes,,,6
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 4 Rep,Yes,,,61
,,,,,,Proposition 4 Rep,No,,,6
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 4 Rep,Total,,,67
,,,,,,Proposition 4 Rep,Overvotes ,,,0
,,,,,,Proposition 4 Rep,Undervotes,,,7
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 5 Rep,Yes,,,60
,,,,,,Proposition 5 Rep,No,,,9
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 5 Rep,Total,,,69
,,,,,,Proposition 5 Rep,Overvotes,,,0
,,,,,,Proposition 5 Rep,Undervotes,,,5
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 6 Rep,Yes,,,67
,,,,,,Proposition 6 Rep,No,,,3
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 6 Rep,Total,,,70
,,,,,,Proposition 6 Rep,Overvotes,,,0
,,,,,,Proposition 6 Rep,Undervotes,,,4
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 7 Rep,Yes,,,50
,,,,,,Proposition 7 Rep,No,,,20
,,,,,,Proposition 7 Rep,,,,
