Contest,Precinct,Choice,Votes,CastTotal,UnderVotes,OverVotes,InvalidVotes,RejectedCategoryName,RejectedWriteInVotes,UnresolvedCategoryName,UnresolvedWriteInVotes,VotingTypeName,BallotsCast,TotalBallotsCast,RegisteredVotes,TurnoutPercentage
"United States Representative, District No. 36 - REPUBLICAN PARTY",1,,,62,9,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,13,71,406,17.49 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",1,,,62,9,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,24,71,406,17.49 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",2,Brian Babin,50,50,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,55,528,10.42 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",2,,,50,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,25,55,528,10.42 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",2,,,50,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,5,55,528,10.42 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",2,,,50,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,25,55,528,10.42 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",3,Brian Babin,252,252,75,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,327,1815,18.02 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",3,,,252,75,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,145,327,1815,18.02 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",3,,,252,75,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,16,327,1815,18.02 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",3,,,252,75,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,166,327,1815,18.02 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",4,Brian Babin,299,299,39,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,338,1515,22.31 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",4,,,299,39,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,71,338,1515,22.31 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",4,,,299,39,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,28,338,1515,22.31 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",4,,,299,39,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,239,338,1515,22.31 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",5,Brian Babin,448,448,58,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,506,2675,18.92 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",5,,,448,58,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,218,506,2675,18.92 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",5,,,448,58,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,69,506,2675,18.92 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",5,,,448,58,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,219,506,2675,18.92 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",6,Brian Babin,847,847,99,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,946,4617,20.49 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",6,,,847,99,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,295,946,4617,20.49 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",6,,,847,99,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,67,946,4617,20.49 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",6,,,847,99,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,584,946,4617,20.49 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",7,Brian Babin,138,138,20,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,158,728,21.70 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",7,,,138,20,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,45,158,728,21.70 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",7,,,138,20,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,12,158,728,21.70 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",7,,,138,20,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,101,158,728,21.70 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",8,Brian Babin,128,128,17,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,145,1112,13.04 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",8,,,128,17,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,62,145,1112,13.04 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",8,,,128,17,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,11,145,1112,13.04 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",8,,,128,17,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,72,145,1112,13.04 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",9,Brian Babin,128,128,10,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,138,809,17.06 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",9,,,128,10,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,49,138,809,17.06 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",9,,,128,10,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,13,138,809,17.06 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",9,,,128,10,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,76,138,809,17.06 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",10,Brian Babin,237,237,39,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,276,2313,11.93 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",10,,,237,39,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,120,276,2313,11.93 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",10,,,237,39,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,19,276,2313,11.93 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",10,,,237,39,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,137,276,2313,11.93 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",11,Brian Babin,70,70,14,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,84,377,22.28 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",11,,,70,14,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,49,84,377,22.28 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",11,,,70,14,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,5,84,377,22.28 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",11,,,70,14,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,30,84,377,22.28 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",12,Brian Babin,22,22,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,28,335,8.36 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",12,,,22,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,24,28,335,8.36 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",12,,,22,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,28,335,8.36 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",12,,,22,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,4,28,335,8.36 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",13,Brian Babin,74,74,7,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,81,400,20.25 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",13,,,74,7,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,44,81,400,20.25 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",13,,,74,7,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,10,81,400,20.25 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",13,,,74,7,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,27,81,400,20.25 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",14,Brian Babin,135,135,15,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,150,1009,14.87 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",14,,,135,15,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,74,150,1009,14.87 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",14,,,135,15,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,17,150,1009,14.87 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",14,,,135,15,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,59,150,1009,14.87 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",15,Brian Babin,182,182,16,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,198,1163,17.02 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",15,,,182,16,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,80,198,1163,17.02 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",15,,,182,16,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,20,198,1163,17.02 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",15,,,182,16,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,98,198,1163,17.02 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",16,Brian Babin,904,904,146,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,1050,4165,25.21 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",16,,,904,146,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,309,1050,4165,25.21 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",16,,,904,146,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,113,1050,4165,25.21 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",16,,,904,146,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,628,1050,4165,25.21 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",17,Brian Babin,201,201,15,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,216,1248,17.31 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",17,,,201,15,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,64,216,1248,17.31 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",17,,,201,15,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,18,216,1248,17.31 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",17,,,201,15,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,134,216,1248,17.31 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",18,Brian Babin,41,41,11,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,52,732,7.10 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",18,,,41,11,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,18,52,732,7.10 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",18,,,41,11,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,52,732,7.10 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",18,,,41,11,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,33,52,732,7.10 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",19,Brian Babin,204,204,25,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,229,5191,4.41 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",19,,,204,25,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,86,229,5191,4.41 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",19,,,204,25,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,88,229,5191,4.41 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",19,,,204,25,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,55,229,5191,4.41 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",20,Brian Babin,204,204,23,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,227,5223,4.35 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",20,,,204,23,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,88,227,5223,4.35 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",20,,,204,23,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,70,227,5223,4.35 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",20,,,204,23,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,69,227,5223,4.35 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",21,Brian Babin,211,211,44,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,255,1228,20.77 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",21,,,211,44,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,53,255,1228,20.77 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",21,,,211,44,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,25,255,1228,20.77 %
"United States Representative, District No. 36 - REPUBLICAN PARTY",21,,,211,44,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,177,255,1228,20.77 %
Governor - REPUBLICAN PARTY,1,Barbara Krueger,1,67,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,71,406,17.49 %
Governor - REPUBLICAN PARTY,1,SECEDE Kilgore,0,67,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,71,406,17.49 %
Governor - REPUBLICAN PARTY,1,Greg Abbott,66,67,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,71,406,17.49 %
Governor - REPUBLICAN PARTY,1,,,67,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,34,71,406,17.49 %
Governor - REPUBLICAN PARTY,1,,,67,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,13,71,406,17.49 %
Governor - REPUBLICAN PARTY,1,,,67,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,24,71,406,17.49 %
Governor - REPUBLICAN PARTY,2,Barbara Krueger,3,54,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,55,528,10.42 %
Governor - REPUBLICAN PARTY,2,SECEDE Kilgore,0,54,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,55,528,10.42 %
Governor - REPUBLICAN PARTY,2,Greg Abbott,51,54,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,55,528,10.42 %
Governor - REPUBLICAN PARTY,2,,,54,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,25,55,528,10.42 %
Governor - REPUBLICAN PARTY,2,,,54,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,5,55,528,10.42 %
Governor - REPUBLICAN PARTY,2,,,54,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,25,55,528,10.42 %
Governor - REPUBLICAN PARTY,3,Barbara Krueger,30,299,28,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,327,1815,18.02 %
Governor - REPUBLICAN PARTY,3,SECEDE Kilgore,7,299,28,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,327,1815,18.02 %
Governor - REPUBLICAN PARTY,3,Greg Abbott,262,299,28,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,327,1815,18.02 %
Governor - REPUBLICAN PARTY,3,,,299,28,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,145,327,1815,18.02 %
Governor - REPUBLICAN PARTY,3,,,299,28,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,16,327,1815,18.02 %
Governor - REPUBLICAN PARTY,3,,,299,28,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,166,327,1815,18.02 %
Governor - REPUBLICAN PARTY,4,Barbara Krueger,27,316,22,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,338,1515,22.31 %
Governor - REPUBLICAN PARTY,4,SECEDE Kilgore,7,316,22,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,338,1515,22.31 %
Governor - REPUBLICAN PARTY,4,Greg Abbott,282,316,22,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,338,1515,22.31 %
Governor - REPUBLICAN PARTY,4,,,316,22,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,71,338,1515,22.31 %
Governor - REPUBLICAN PARTY,4,,,316,22,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,28,338,1515,22.31 %
Governor - REPUBLICAN PARTY,4,,,316,22,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,239,338,1515,22.31 %
Governor - REPUBLICAN PARTY,5,Barbara Krueger,40,484,22,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,506,2675,18.92 %
Governor - REPUBLICAN PARTY,5,SECEDE Kilgore,5,484,22,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,506,2675,18.92 %
Governor - REPUBLICAN PARTY,5,Greg Abbott,439,484,22,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,506,2675,18.92 %
Governor - REPUBLICAN PARTY,5,,,484,22,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,218,506,2675,18.92 %
Governor - REPUBLICAN PARTY,5,,,484,22,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,69,506,2675,18.92 %
Governor - REPUBLICAN PARTY,5,,,484,22,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,219,506,2675,18.92 %
Governor - REPUBLICAN PARTY,6,Barbara Krueger,62,921,25,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,946,4617,20.49 %
